arabic,armenian,azerbaijani,basque,bengali,bosnian,bulgarian,catalan,cebuano,corsican,croatian,danish,esperanto,estonian,filipino,finnish,galician,georgian,german,greek,gujarati,haitian,hawaiian,hebrew,hmong,hungarian,icelandic,igbo,indonesian,irish,italian,japanese,javanese,kannada,kazakh,khmer,kurdish,kyrgyz,lao,latin,latvian,luxembourgish,macedonian,malagasy,malaysian,malayalam,maltese,maori,marathi,mongolian,nepali,pashto,persian,polish,portuguese,punjabi,romanian,samoan,serbian,shona,sindhi,sinhala,slovak,somali,spanish,sundanese,swahili,swedish,tajik,tamil,telugu,thai,urdu,uzbek,vietnamese,xhosa,yiddish,yoruba,zulu
عجلة,անիվ,tam,gurpila,চাকা,kotača,колело,roda,колело,ruota,kotača,hjul,radon,rool,gulong,pyörä,roda,წინა,Rad,τροχός,વ્હીલ,wou,huila,גלגל,log,kerék,hjól,wheel,roda,roth,ruota,ホイール,setir,ಚಕ್ರ,дөңгелек,កង់,teker,дөңгөлөк,ຂັບລົດ,rotam,ritenis,rad,на тркала,kodiarana,roda,ചക്രം,rota,wira,चाक,дугуй,पाङ्ग्रा,څرخ,چرخ,koło,roda,ਚੱਕਰ,roată,uili,точак,vhiri,ڦيٿي,රෝද,kolesá,wheel,rueda,gilinding,gurudumu,hjul,чарх,சக்கர,చక్రం,ล้อ,وہیل,g’ildirak,bánh xe,ivili,ראָד,kẹkẹ,sondo
كامل,լրիվ,dolğun,osoa,পূর্ণ,punu,пълен,complet,пълен,chinu,puna,fuld,plena,täis,ganap,täysi,completo,სრული,voll,πλήρους,સંપૂર્ણ,plen,piha,מלא,tag nrho,teljes,fullur,zuru,penuh,lán,completo,フル,lengkap,ಪೂರ್ಣ,толық,ពេញលេញ,tije,толук,ຢ່າງເຕັມທີ່,pleni,pilns,voll,целосна,feno,penuh,നിറഞ്ഞ,sħiħa,tonu,पूर्ण,бүрэн,पूर्ण,بشپړ,کامل,pełna,completo,ਪੂਰੇ,complet,tumu,пун,azere,مڪمل,පූර්ණ,vedal,buuxa,completo,pinuh,full,fullständig,пур,முழு,పూర్తి,เต็ม,مکمل,to’liq,đầy đủ,ngokupheleleyo,פול,ni kikun,egcwele
قوة,ուժ,güc,indarrean,বল,snagu,сила,força,сила,forza,sila,kraft,forto,jõud,puwersa,voima,forza,ძალა,Kraft,δύναμη,બળ,fòs,ikaika,כוח,quab yuam,erő,afl,ike,kekuatan,bhfeidhm,vigore,力,pasukan,ಶಕ್ತಿ,күш,កម្លាំង,cebir,күч,ຜົນບັງຄັບໃຊ້,vi,spēks,kraaft,сила,hery,kuasa,ശക്തി,forza,kaha,शक्ती,хүч,बल,ځواک,نیروی,siła,força,ਫੋਰਸ,vigoare,malosi,сила,simba,قوت,බලය,sila,ciidanka,fuerza,kakuatan,nguvu,kraft,қувваи,படை,శక్తి,แรง,طاقت,kuch,lực,amandla,קראַפט,agbara,isicindezelo
الأزرق,կապույտ,mavi,blue,নীল,blue,син,blau,син,turchinu,plava,blå,blua,sinine,asul,sininen,azul,ლურჯი,blau,μπλε,વાદળી,ble,polū,כחול,xiav,kék,blár,acha anụnụ anụnụ,biru,gorm,blu,ブルー,biru,ನೀಲಿ,көк,ខៀវ,şîn,көк,ສີຟ້າ,hyacintho,blue,blo,сина,manga,biru,നീല,blu,puru,निळा,хөх,नीलो,آبي,آبی,niebieski,azul,ਨੀਲਾ,albastru,lanu moaga,Плава,bhuruu,نيرو,නිල්,modrá,buluug,azul,biru,bluu,blå,кабуд,நீல,నీలం,สีฟ้า,بلیو,ko’k,màu xanh,luhlaza,בלוי,bulu,eluhlaza
موضوع,օբյեկտ,object,objektu,বস্তু,objekta,обект,objecte,обект,ughjettu,objekt,objekt,objekto,objekti,bagay,esine,obxecto,ობიექტი,Objekt,αντικείμενο,પદાર્થ,objè,mea,אובייקט,yam khoom,tárgy,hlut,ihe,objek,réad,oggetto,オブジェクト,obyek,ವಸ್ತು,зат,វត្ថុ,tişt,зат,ຈຸດປະສົງ,obiectum,objekts,objet,објект,zavatra,objek,വസ്തു,oġġett,ahanoa,ऑब्जेक्ट,объект,वस्तु,څيز,شی,obiekt,objeto,ਇਕਾਈ,obiect,mea,објекат,chinhu,اعتراض,වස්තුව,objekt,shay,objeto,barang,kitu,objektet,объекти,பொருள்,వస్తువు,วัตถุ,اعتراض,ob’ekt,đối tượng,into,כייפעץ,ohun,intfo
تقرر,որոշել,qərar,erabakitzeko,স্থির করা,odlučiti,реши,decidir,реши,esaminà,odlučite,beslutte,decidi,otsustada,magpasiya,päättää,decidir,გადაწყვიტოს,entscheiden,αποφασίζει,નક્કી,deside,hooholo,להחליט,txiav txim siab,dönt,ákveða,ikpebi,memutuskan,cinneadh a dhéanamh,decidere,決定する,arep,ನಿರ್ಧರಿಸಲು,шешу,សម្រេចចិត្ត,biryardan,чечүү,ຕັດສິນໃຈ,decernere,izlemt,decidéieren,одлучи,manapa-kevitra,membuat keputusan,തീരുമാനിക്കുക,tiddeċiedi,whakatau,निर्णय,шийдвэр,निर्णय,پریکړه,تصمیم گی,zdecydować,decidir,ਇਹ ਫੈਸਲਾ,decidă,filifili,одлучује,kusarudza,فيصلو,තීරණය,rozhodnúť,go’aan ka,decidir,mutuskeun,kuamua,besluta,қарор,முடிவு,నిర్ణయించుకుంటారు,ตัดสินใจ,فیصلہ,qaror,quyết định,gqiba,באַשליסן,pinnu,unqume
سطح,մակերեւույթ,yerüstü,azalera,পৃষ্ঠ,površinu,повърхност,superfície,повърхност,superficia,površina,overflade,surfaco,pind,pang-ibabaw,pinta,superficie,ზედაპირზე,Oberfläche,επιφάνεια,સપાટી,sifas,ili,פני השטח,nto,felület,yfirborð,n’elu,permukaan,dromchla,superficie,表面,lumahing,ಮೇಲ್ಮೈ,беті,ផ្ទៃ,rû,жер үстүндөгү,ດ້ານ,superficies,virsma,uewerfläch,површината,ambonin’ny,permukaan,ഉപരിതലം,wiċċ,mata,पृष्ठभाग,газрын гадаргын,सतह,سطحي,سطح,powierzchnia,superfície,ਸਤਹ,suprafață,fogāvai,Сурфаце,pamusoro,مٿاڇري,මතුපිට,povrch,dusha,superficie,permukaan,uso,yta,рўизаминї,மேற்பரப்பு,ఉపరితల,พื้นผิว,سطح,yuza,bề mặt,umphandle,ייבערפלאַך,dada,ngaphandle
عميق,խոր,dərin,sakona,গভীর,duboko,дълбоко,profunda,дълбоко,abissu,duboko,dyb,profunda,sügav,malalim,syvä,profunda,deep,tief,βαθιά,ઊંડા,gwo twou san fon,hohonu,עמוק,sib sib zog nqus,mély,djúpt,miri,dalam,domhain,profondità,深い,jero,ಆಳವಾದ,терең,ជ្រៅ,kûr,терең,ເລິກ,abyssus,dziļi,déif,длабоко,lalina,dalam,ആഴമുള്ള,fond,hohonu,खोल,гүн гүнзгий,गहिरो,ژور,عمیق,głęboko,profunda,ਡੂੰਘੇ,adânc,loloto,Дееп,zvakadzama,رڙيون,ගැඹුරු,hlboké,qoto dheer,profunda,jero,kina,djup,чуқур,ஆழமான,లోతైన,ลึก,گہری,chuqur,sâu,nzulu,טיף,jin,ezijulile
ضوء القمر,լուսին,moon,ilargia,চাঁদ,moon,луна,lluna,луна,luna,mjesec,månen,luno,Kuu,gumala,moon,Lúa,მთვარის,Mond,φεγγάρι,ચંદ્ર,lalin,luna,ירח,hli,hold,tunglið,ọnwa,bulan,gealach,luna,ムーン,rembulan,ಚಂದ್ರ,ай,ព្រះច័ន្ទ,hêv,ай,ວົງເດືອນ,lunam,pavadonis,äerdmound,месечината,volana,bulan,ചന്ദ്രൻ,qamar,marama,चंद्र,сар,चन्द्र,سپوږمۍ,ماه,księżyc,lua,ਚੰਦ,luna,masina,Моон,mwedzi,چنڊ,සඳ,mesiac,dayaxuna,luna,bulan,mwezi,månen,моҳ,நிலவு,చంద్రుడు,ดวงจันทร์,چاند,oy,mặt trăng,inyanga,לעוואָנע,oṣupa,inyanga
الجزيرة,կղզի,ada,uharteko,দ্বীপ,otok,остров,illa,остров,isula,otok,ø,insulo,saarel,isla,saari,illa,კუნძული,Insel,νησί,ટાપુ,zile,mokupuni,אי,kob,sziget,Eyjan,agwaetiti,pulau,oileán,isola,島,pulo,ದ್ವೀಪದ,арал,កោះ,girav,арал,ເກາະ,"insulam,",sala,insel,остров,nosy,pulau,ദ്വീപ്,gżira,motu,बेट,арал,द्वीप,ټاپو,جزیره,wyspa,ilha,ਟਾਪੂ ’,insulă,motu,Исланд,chitsuwa,ٻيٽ,දිවයින,ostrov,jasiirada,isla,pulau,kisiwa,ö,ҷазира,தீவின்,ద్వీపం,เกาะ,جزائر,orol,đảo,isiqithi,אינזל,erekusu,esiqhingini
القدم,ոտքով,ayaq,oinez,পা,stopala,крак,peu,крак,pede,stopala,fod,piedo,suu,paa,jalka,pé,ფეხით,Fuß,πόδι,પગ,pye,wawae,רגל,ko taw,láb,fótur,ụkwụ,kaki,cos,piede,足,mlaku,ಕಾಲು,аяқ,ជើង,ling,таман,ຕີນ,pede,kāju,fouss,нога,tongotra,kaki,പാദം,sieq,waewae,पाऊल,хөл,खुट्टा,پښه,پا,stopa,pé,ਪੈਰ,picior,vae,Фоот,rutsoka,دامن,අඩි,noha,cagta,pie,sampean,mguu,fot,по,கால்,అడుగు,เท้า,پاؤں,oyoq,chân,unyawo,פֿיס,ẹsẹ,ngezinyawo
نظام,համակարգ,sistemi,sistema,সিস্টেম,sustav,система,sistema,система,sistema,sistem,systemet,sistemo,süsteem,sistema,järjestelmä,sistema,სისტემა,System,σύστημα,સિસ્ટમ,sistèm,nenoaiu,מערכת,system,rendszer,kerfi,usoro,sistem,córas,sistema,システム,sistem,ವ್ಯವಸ್ಥೆಯ,жүйе,ប្រព័ន្ធ,sîstem,система,ລະບົບ,ratio,sistēma,system,систем,rafitra,sistem,സിസ്റ്റം,sistema,pūnaha,प्रणाली,систем,प्रणाली,سيستم,سیستم,System,sistema,ਸਿਸਟਮ ਨੂੰ,sistem,faiga,Систем,maitiro,نظام,පද්ධතිය,systém,nidaamka,sistema,sistim,mfumo,systemet,система,அமைப்பு,వ్యవస్థ,ระบบ,نظام,tizim,hệ thống,isixokelelwano,סיסטעם,eto,uhlelo
مشغول,զբաղված,məşğul,lanpetuta,ব্যস্ত,zauzet,зает,ocupat,зает,occupato,zauzet,travlt,okupata,kinni,maraming ginagawa,kiireinen,ocupado,დაკავებული,beschäftigt,απασχολημένος,વ્યસ્ત,okipe,’ō i,עסוק,tibneeg hu tauj coob,elfoglalt,upptekinn,arụsi ọrụ ike,sibuk,gnóthach,occupato,忙しい,sibuk,ಬಿಡುವಿಲ್ಲದ,бос емес,រវល់,bikar,алек,ທຸລະກິດ,occupatus,aizņemts,beschäftegt,зафатен,be asa,sibuk,തിരക്ക്,okkupati,pukumahi,व्यस्त,завгүй,व्यस्त,بوخت,مشغول,zajęty,ocupado,ਵਿਅਸਤ,ocupat,pisi,заузет,takabatikana,مصروف,කාර්යබහුල,zaneprázdnený,mashquul,ocupado,sibuk,busy,upptagen,банд,பிஸியாக,బిజీగా,ยุ่ง,مصروف,band,bận rộn,ndixakekile,פאַרנומען,o nšišẹ,umatasa
اختبار,փորձարկում,test,proba,পরীক্ষা,test,тест,prova,тест,francese test,Test,test,testo,test,pagsubok,testi,proba,ტესტი,Prüfung,δοκιμή,ટેસ્ટ,tès,hōʻike,מבחן,xeem,teszt,próf,ule,uji,tástáil,test,テスト,test,ಟೆಸ್ಟ್,сынақ,ការធ្វើតេស្ត,îmtîhan,текшерүү,ການທົດສອບ,aliquam,testa,test,тест,fitsapana,ujian,പരിശോധന,tal,whakamātautau,चाचणी,туршилтын,परीक्षण,ازموینه,آزمون,próba,teste,ਦਾ ਟੈਸਟ,testare,suʻega,Тест,bvunzo,امتحان,ටෙස්ට්,skúška,baaritaanka,prueba,nguji,mtihani,testet,озмоиш,சோதனை,పరీక్ష,การทดสอบ,ٹیسٹ,sinov,kiểm tra,uvavanyo,פּרובירן,igbeyewo,ukulinga
سجل,գրառումը,rekord,record,রেকর্ড,zapis,рекорд,registre,рекорд,discugràfica,rekord,rekord,rekordo,rekord,talaan,ennätys,rexistro,ჩანაწერი,Rekord,ρεκόρ,રેકોર્ડ,dosye,mooolelo,שיא,cov ntaub ntawv,rekord,met,ndekọ,rekor,taifead,record,記録,rekaman,ದಾಖಲೆ,рекорд,កំណត់ត្រា,rekor,жазуу,ການບັນທຶກ,testimonium,ieraksts,rekord,рекорд,rakitsoratra,rekod,രേഖ,rekord,record,रेकॉर्ड,бичлэг,रेकर्ड,ریکارډ,رکورد,rekord,registro,ਦਾ ਰਿਕਾਰਡ,înregistrare,faamaumauga,Рекорд,rekodhi,رڪارڊ,වාර්තා,záznam,rikoor,registro,catetan,rekodi,register,рекорд,பதிவு,రికార్డు,บันทึก,ریکارڈ,rekord,ghi,irekhodi,רעקאָרד,o gba,amarekhodi
قارب,նավակ,qayıq,txalupa,নৌকা,boat,лодка,vaixell,лодка,in barca,brod,båd,kruĉo,paat,bangka,veneen,barco,ნავი,Boot,βάρκα,હોડી,bato,moku,סירה,nkoj,hajó,bátur,ụgbọ mmiri,perahu,bád,barca,ボート,baita,ದೋಣಿ,қайық,ទូក,qeyik,кайык,ເຮືອ,navicula,laiva,boot,брод,sambokely,bot,വള്ളം,dgħajsa,kaipuke,बोट,завь,डुङ्गा,کښتۍ,قایق,łódź,barco,ਕਿਸ਼ਤੀ,barcă,vaʻa,Боат,chikepe,ٻيڙيء,බෝට්ටු,loď,doon,barco,kapal,mashua,båt,қаиқ,படகு,పడవ,เรือ,کشتی,qayiq,thuyền,isikhephe,שיפל,ọkọ,Isikebhe
مشترك,ընդհանուր,ümumi,ohikoa,সাধারণ,zajedničke,обща,comú,обща,cumuni,zajednički,fælles,komunaj,ühise,karaniwan,yhteinen,común,საერთო,gemeinsam,κοινός,સામાન્ય,komen,like,משותף,ntau,közös,algengar,ọsọ,umum,coitianta,comune,一般的な,umum,ಸಾಮಾನ್ಯ,ортақ,ជារឿងធម្មតា,hevre,жалпы,ທົ່ວໄປ,commune,kopēja,gemeinsam,заеднички,iombonana,biasa,പൊതുവായ,komuni,noa,सामान्य,нийтлэг,सामान्य,عام,مشترک,wspólny,comum,ਆਮ,comun,masani,заједнички,zvakajairika,عام,පොදු,spoločný,caadi,común,umum,kawaida,gemensam,умумӣ,பொது,సాధారణ,ที่พบบ่อย,عام,umumiy,phổ biến,eqhelekileyo,פּראָסט,wọpọ,ezivamile
الذهب,ոսկի,qızıl,urre,স্বর্ণ,zlato,злато,or,злато,oru,zlato,guld,oro,kuld,ginto,kulta,ouro,ოქროს,goldenen,χρυσό,ગોલ્ડ,lò,gula,זהב,kub,arany,gull,ọlaedo,emas,óir,oro,ゴールド,emas,ಚಿನ್ನದ,алтын,មាស,zêr,алтын,ຄໍາ,"aurum,",zelta,gold,злато,volamena,emas,സ്വർണം,deheb,koura,सोने,алт,सुन,د سرو زرو,طلا,złota,ouro,ਸੋਨੇ ਦਾ,aur,auro,злато,goridhe,هونء به,රන්,zlato,dahab,oro,emas,dhahabu,guld,тилло,தங்க,బంగారు,ทอง,سونا,oltin,vàng,igolide,גאָלד,wura,igolide
ممكن,հնարավոր,mümkün,posible,সম্ভব,moguć,възможно,possible,възможно,pussìbbili,moguće,mulig,ebla,võimalik,posible,mahdollinen,posible,შესაძლებელია,möglich,δυνατός,શક્ય,posib,hiki,אפשרי,tau,lehetséges,mögulegt,kwere omume,mungkin,féidir,possibile,可能,bisa,ಸಾಧ್ಯ,мүмкін,អាចធ្វើបាន,derîmkan,мүмкүн болгон,ເປັນໄປໄດ້,potest,iespējams,méiglech,можно,azo atao,mungkin,സാധ്യത,possibbli,taea,शक्य,аль болох,सम्भव,د امکان,ممکن,możliwe,possível,ਸੰਭਵ ਹੋ ਸਕੇ,posibil,mafai,могуће,zvinogoneka,ممڪن,හැකි,možné,suurto gal,posible,mungkin,iwezekanavyo,möjlig,имконпазир,சாத்தியம்,సాధ్యం,เป็นไปได้,ممکن,mumkin,có thể,nokwenzeka,מעגלעך,ṣee ṣe,kunokwenzeka
طائرة,ինքնաթիռ,təyyarə,hegazkina,সমতল,avion,самолет,pla,самолет,n’aeriu,avion,planet,ebeno,lennuk,eroplano,kone,avión,თვითმფრინავი,Flugzeug,αεροπλάνο,વિમાન,avyon,pelane,מטוס,dav hlau,repülőgép,flugvél,ụgbọelu,pesawat,eitleán,piano,飛行機,bidang,ವಿಮಾನ,ұшақ,យន្តហោះ,plane,учак,ຍົນ,planum,plakne,fliger,авион,fiaramanidina,kapal terbang,വിമാനം,pjan,plane,विमान,нисэх онгоц,विमान,الوتکه,هواپیما,samolot,avião,ਜਹਾਜ਼,avion,vaalele,Плане,ndege,جهاز,තලය,lietadlo,diyaarad,plano,Tah kitu,ndege,plan,ҳавопаймо,விமானம்,విమానం,เครื่องบิน,ہوائی جہاز,Samolyot,máy bay,moya,פלאַך,ofurufu,indiza
بدلا,նույնիսկ,teminatımızı,orde,উপকার,Stead,вместо,lloc,вместо,inveças,Stead,stedet,anstataux,asemel,stead,sijaansa,lugar,ნაცვლად,statt,αντ ’,સ્ટીડનો,plas,wahi,במקום,stead,helyett,Stead,itie,manfaat,ionad,vece,代わり,nggentosi,ಮುಂದಿನ,Stead,ជំនួស,şuna,ордуна,ສິ່ງທີ່ສາມາດນໍາກັບມາ,pro eo,baudiet,notzen,наместо,hisolo,kedudukan,പകരം,minfloku,i muri ia ia,जागा,Үүний оронд,उनीपछि नयाँ,په عوض,جا,siona,lugar,ਬੈਠ,locul,sui,Уместо тога,panzvimbo,ڪا,වෙනුවට,namiesto toho,ka noqday,lugar,stead,badala,stead,"бартобед,",ஸ்தானத்தில்,మారుగా,แทน,جگہ,foyda,thay,esikhundleni,סטעד,ipò,esikhundleni
جاف,չոր,quru,lehorra,শুষ্ক,suho,сухо,seca,сухо,asciuttu,suhi,tør,seka,kuiv,dry,kuiva,seca,მშრალი,trocken,ξηρό,શુષ્ક,sèk,maloo,יבש,qhuav,száraz,þurr,akọrọ,kering,tirim,asciutto,ドライ,garing,ಒಣ,құрғақ,ស្ងួត,zûha,кургак,ແຫ້ງແລ້ງ,siccum,sauss,dréchnen,сува,maina,kering,ഉണങ്ങിയ,xott,maroke,कोरडा,"хуурай,",सुक्खा,وچ,خشک,suche,seca,ਖੁਸ਼ਕ,uscat,mago,суво,akaoma,سڪي,වියළි,suchý,qallalan,seco,garing,kavu,torka,хушк,உலர்,పొడి,แห้ง,خشک,quruq,khô,omile,טרוקן,gbẹ,eyomile
عجب,զարմանում,görəsən,galdetzen,আশ্চর্যের,Pitam,Чудя,pregunto,Чудя,C’avissi,Pitam,spekulerer,demandas,Huvitav,Wonder,ihme,pregunto,გასაკვირი არ არის,Wunder,αναρωτιέμαι,આશ્ચર્ય,mande,hoohuoi,פלא,xav paub,csoda,furða,na-eche,bertanya-tanya,Wonder,meraviglia,不思議,wonder,ಆಶ್ಚರ್ಯ,керемет,ឆ្ងល់,mûcîze,таң калуу,ສິ່ງມະຫັດ,"admiramini,",brīnums,froe mech,се прашувам,manontany tena,tertanya-tanya,വിസ്മയം,wonder,uiui nei,आश्चर्य,гайхдаг,आश्चर्य,حيران,جای تعجب,"zastanawiam się,",pergunto,ਹੈਰਾਨ,întreb,ofo,Питам се,shamisika,عجب,පුදුමයක්,"zaujímalo by ma,",layaabeen,maravilla,kaajaiban,ajabu,undra,ҳайрат,தெரியவில்லை,ఆశ్చర్యానికి,ไม่น่าแปลกใจ,حیرت ہے,hayron,tự hỏi,ukumangaliswa,ווונדער,Iyanu,bayazibuza
الضحك,ծիծաղել,gülüş,barre,মজা,laugh,смях,riure,смях,prêt,smijati,grine,ridon,naer,patawanin,nauraa,risada,სიცილი,Lachen,γέλιο,હસે,ri,akaaka,צחוק,luag,nevetés,hlæja,ochi,tertawa,gáire,ridere,笑い,ngguyu,ನಗು,күлкі,សើច,ken,күлүү,ຫົວຫລິ້ນ,rideat,smieties,laachen,смеа,nihomehy mihitsy,ketawa,ചിരിക്കുക,tidħaq,i kata,हसणे,инээд,हाँसेको,خندا,خنده,śmiech,risada,ਹੱਸ,râs,ata,смех,seka,کلڻ,සිනහ,smiech,qosol,risa,seuri,kucheka,skratt,механданд,சிரிப்பு,నవ్వు,หัวเราะ,ہنسی,kulgu,cười,hleka,לאַכן,yen,uhleko
